Docket_Number,Case_Name,Intervenors_and_Counsel,SCC_Registry_URL
38292,R. v. K.J.M.,"[Intervener] Attorney General of Ontario -> Eric H. Siebenmorgen, Joanne Stuart
[Intervener] Director of criminal and penal prosecutions -> Justin Tremblay, Marie Vauclair
[Intervener] Criminal Lawyers' Association (Ontario) -> Howard L. Krongold, Meaghan McMahon
[Intervener] Legal Aid Society of Alberta -> Dane F. Bullerwell, Susan Haas
[Intervener] Justice for Children and Youth -> Jane Stewart, Samira Ahmed, Mary Birdsell",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18035/index.do
38616,R. v. James,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18033/index.do
37791,R. v. Rafilovich,"[Intervener] Attorney General of Ontario -> Melissa Adams, Brett Cohen
[Intervener] Canadian Civil Liberties Association -> Michael W. Lacy, Bryan Badali
[Intervener] Criminal Lawyers' Association of Ontario -> Alan D. Gold, Deepa Negandhi
[Intervener] British Columbia Civil Liberties Association -> Alison M. Latimer, Gregory DelBigio, Q.C.",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18013/index.do
37627,Orphan Well Association v. Grant Thornton Ltd.,"[Intervener] Attorney General of Ontario -> Josh Hunter, Hayley Pitcher
[Intervener] Attorney General of British Columbia -> Aaron Welch, Gareth Morley, Barbara Thomson
[Intervener] Attorney General for Saskatchewan -> Richard James Fyfe
[Intervener] Minister of Justice and Solicitor General of Alberta -> Margaret Unsworth, Q.C., Robert J. Normey, Vivienne Ball, Lisa Semenchuk
[Intervener] Ecojustice Canada Society -> Barry Robinson, Kurt Stilwell
[Intervener] Canadian Association of Petroleum Producers -> Lewis Manning, Toby Kruger
[Intervener] Greenpeace Canada -> Nader R. Hasan, Lindsay Board
[Intervener] Action Surface Rights Association -> Christine Laing, Shaun Fluker
[Intervener] Canadian Association of Insolvency and Restructuring Professionals -> Caireen E. Hanert, Adam Maerov
[Intervener] Canadian Bankers' Association -> Howard A. Gorman, D. Aaron Stephenson",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17474/index.do
37861,R.S. v. P.R.,[Intervener] Attorney General of Quebec -> Luc-Vincent Gendron-Bouchard,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17985/index.do
37707,R. v. Calnen,No Intervenors found in this case.,https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17504/index.do
37994,R. v. Poulin,"[Intervener] Attorney General of Ontario -> Michael Perlin, Kathleen Farrell
[Intervener] Association québécoise des avocats et avocates de la défense -> Gabriel Babineau, Vincent R. Paquet
[Intervener] Criminal Lawyers' Association -> Breana Vandebek",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17964/index.do
38087,Fleming v. Ontario,"[Intervener] Attorney General of Canada -> Anne M. Turley, Zoe Oxaal
[Intervener] Attorney General of Quebec -> Stéphane Rochette, Éric Cantin
[Intervener] Canadian Civil Liberties Association -> Sean Dewart, Adrienne Lei, Mathieu Bélanger
[Intervener] Criminal Lawyers' Associaton (Ontario) -> Louis P. Strezos, Sherif Foda
[Intervener] Canadian Association of Chiefs of Police -> Bryant Mackey
[Intervener] Canadian Association for Progress in Justice -> Ryan D.W. Dalziel, Kayla Strong
[Intervener] Canadian Constitution Foundation -> Brandon Kain, Adam Goldenberg, Natalie V. Kolos",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17947/index.do
38114,Denis v. Côté,"[Intervener] Her Majesty the Queen -> Robert Rouleau, Julie Desbiens, Richard Rougeau
[Intervener] Attorney General of Québec -> Michel Déom, Vincent Riendeau
[Intervener] Fédération professionnelle des journalistes du Québec, Canadian Association of Journalists, Canadian Journalists for Freedom of Expression et Reporters Without Borders -> Mark Bantey
[Intervener] La Presse (2018) Inc. -> Sébastien Pierre-Roy
[Intervener] Canadian Civil Liberties Association -> Christopher D. Bredt, Pierre N. Gemson, Jamie Cameron
[Intervener] AD IDEM/Canadian Media Lawyers Association, CTV, a Division of Bell Media Inc., Global News, a division of Corus Television Limited Partnership, Globe and Mail Inc. Postmedia Network Inc., Vice Studio Canada Inc. -> David A. Crerar, Iain A.C. MacKinnon",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17946/index.do
37863,Keatley Surveying Ltd. v. Teranet Inc.,"[Intervener] Attorney General of Canada -> Kathryn Hucal, John Provart
[Intervener] Attorney General of Ontario -> Michael S. Dunn, Yashoda Ranganathan
[Intervener] Attorney General of British Columbia -> Graham J. Underwood, Wes G. Crealock
[Intervener] Attorney General for Saskatchewan -> Theodore Litowski
[Intervener] Canadian Association of Law Libraries -> Robert Janes, Q.C., Kim Nayyer
[Intervener] Canadian Legal Information Institute -> Rahool P. Agarwal, Fahad Siddiqui
[Intervener] Federation of Law Societies of Canada -> Rahool P. Agarwal, Fahad Siddiqui
[Intervener] Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic -> Jeremy de Beer, David Fewer
[Intervener] Land Title and Survey Authority of British Columbia -> Theodore W. Sum, Steven Garland, Laura Easton, Matt Campbell
[Intervener] Centre for Intellectual Property Policy and Ariel Katz -> Michael Shortt, Jean-Philippe Mikus
[Intervener] Canadian Standards Association -> John E. Callaghan, Kevin Sartorio, James Green, Laurent Massam",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17918/index.do
38286,R. v. R.V.,"[Intervener] Ending Violence Association of Canada -> Greg J. Allen, Julia R. Wolfe, Jorie Les
[Intervener] Criminal Lawyers' Association of Ontario -> Marie Henein, Matthew Gourlay, Lauren Mills Taylor",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17892/index.do
37701,R. v. Stillman,"[Intervener] Advocates for the Rule of Law -> Adam Goldenberg, Peter Grbac, Asher Honickman",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17891/index.do
38270,R. v. Goldfinch,"[Intervener] Attorney General of Ontario -> G. Karen Papadopoulos, Jill Witkin
[Intervener] Criminal Lawyers’ Association of Ontario -> Megan Savard, Colleen McKeown",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17848/index.do
38585,Ontario (Attorney General) v. G,"[Intervener] Attorney General of Canada -> Marc Ribeiro
[Intervener] Criminal Lawyers' Association (Ontario) -> Erin Dann
[Intervener] Canadian Civil Liberties Association -> Cara Faith Zwibel, Jill R. Presser
[Intervener] David Asper Centre for Constitutional Rights -> Kent Roach, Cheryl Milne
[Intervener] Empowerment Council -> Anita Szigeti
[Intervener] Canadian Mental Health Association, Ontario -> Adam Goldenberg, Ljiljana Stanic",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17840/index.do
37855,L’Oratoire Saint‑Joseph du Mont‑Royal v. J.J.,"[Intervener] La Province canadienne de la Congrégation de Sainte-Croix -> Éric Simard, Stéphanie Lavallée, Marie-Pier Gagnon Nadeau
[Intervener] L'Oratoire Saint-Joseph du Mont-Royal -> Marc Beauchemin, Emmanuel Laurin-Légaré",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17812/index.do
37971,R. v. Le,"[Intervener] Director of Public Prosecutions -> Janna A. Hyman, Carole Sheppard
[Intervener] Criminal Lawyers’ Association of Ontario -> Jonathan Dawe, Sherif M. Foda
[Intervener] Canadian Muslim Lawyers Association -> Faisal Mirza
[Intervener] Canada Without Poverty, the Canadian Mental Health Association Manitoba and Winnipeg, the Aboriginal Council of Winnipeg, Inc., and End Homelessness Winnipeg Inc. -> Byron Williams, Allison Fenske, Dayna Steinfeld
[Intervener] Federation of Asian Canadian Lawyers and the Chinese and Southeast Asian Legal Clinic -> Gerald Chan, Lindsay Board, Avvy Yao-Yao Go
[Intervener] Canadian Civil Liberties Association -> Kate Robertson, Danielle Glatt
[Intervener] Scadding Court Community Centre -> Tina Lie, Lauren Pearce
[Intervener] Justice for Children and Youth -> Mary Birdsell, Jane Stewart
[Intervener] Urban Alliance on Race Relations -> Julian N. Falconer, Anthony N. Morgan",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/17804/index.do
38165,R. v. Ahmad,"[Intervener] British Columbia Civil Liberties Association -> Marilyn E. Sandford, Q.C., Kate Oja
[Intervener] Criminal Lawyers' Association of Ontario -> Ingrid Grant, Daniel Goldbloom
[Intervener] Canadian Association of Chiefs of Police -> Martine Sallaberry",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18383/index.do
38332,Conseil scolaire francophone de la Colombie‑Britannique v. British Columbia,"[Intervener] Attorney General of Nova Scotia -> Edward A. Gores, Q.C.
[Intervener] Attorney General of Prince Edward Island -> Ruth M. DeMone, Mitchell M. O’Shea
[Intervener] Attorney General for Saskatchewan -> Alan F. Jacobson
[Intervener] Attorney General of Alberta -> Randy Steele
[Intervener] Attorney General of Newfoundland and Labrador -> Barbara Barrowman
[Intervener] Attorney General of the Northwest Territories -> Sarah Kay, Karin Taylor
[Intervener] Commissioner of Official Languages of Canada -> Christine Ruest Norrena, Isabelle Bousquet, Audrey Levesque
[Intervener] Quebec Community Groups Network -> Marion Sandilands
[Intervener] David Asper Centre for Constitutional Rights -> Kent Roach, Cheryl Milne
[Intervener] Association des juristes d'expression française du Nouveau-Brunswick inc. et Association des enseignantes et enseignants francophones du Nouveau-Brunswick inc. -> Érik Labelle Eastaugh
[Intervener] Fédération nationale des conseils scolaires francophones -> Roger J.F. Lepage, Q.C., Peter T. Bergbusch, Jonathan Martin
[Intervener] Association des parents de l'école Rose-des-Vents and Association des parents de l'école des Colibris -> Nicolas M. Rouleau, Sylvain Rouleau
[Intervener] Canadian Association for Progress in Justice -> Audrey Boctor, Johanna Mortreux
[Intervener] Société de l'Acadie du Nouveau-Brunswick et Fédération des conseils d'éducation du Nouveau-Brunswick -> Dominic Caron
[Intervener] Assembly of Manitoba Chiefs -> Byron Williams, Joëlle Pastora Sala, Christian Monnin
[Intervener] Commission nationale des parents francophones -> Vincent Larochelle
[Intervener] Conseil scolaire francophone provincial de Terre-Neuve-et-Labrador -> Andrew Carricato
[Intervener] Canadian Francophonie Research Chair in Language Rights -> François Larocque",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18390/index.do
38540,R. v. Zora,"[Intervener] Attorney General of Ontario -> Ryan J. Carrier, Éric Marcoux
[Intervener] Attorney General of British Columbia -> Susanne E. Elliott
[Intervener] Criminal Lawyers' Association of Ontario -> Christine Mainville, Lauren Binhammer
[Intervener] Vancouver Area Network of Drug Users -> Jason B. Gratl, Toby Rauch-Davis
[Intervener] British Columbia Civil Liberties Association -> Roy W. Millen, Alexandra Luchenko, Danny Urquhart
[Intervener] Canadian Civil Liberties Association -> Danielle Glatt
[Intervener] Independent Criminal Defence Advocacy Society -> Jeffrey T. Campbell, Q.C., Matthew Nathanson
[Intervener] Pivot Legal Society -> David N. Fai, Caitlin O. Shane
[Intervener] Association québécoise des avocats et avocates de la défense -> Nicholas St-Jacques, Pauline Lachance",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18391/index.do
38534,Uber Technologies Inc. v. Heller,"[Intervener] Attorney General of Ontario -> Christopher P. Thompson, Paul Sheridan, Jennifer A. Komlos
[Intervener] Young Canadian Arbitration Practitioners -> Eric Morgan, John Siwiec
[Intervener] Arbitration Place -> Robert J.C. Deane, Craig Chiasson, Hugh Meighen
[Intervener] Don Valley Community Legal Services -> Andrew Monkhouse, Alexandra Monkhouse
[Intervener] Canadian Federation of Independent Business -> Anthony Daimsis
[Intervener] Samuelson-Glushko Canadian Internet Policy and Public Interest Clinic -> Marina Pavlovic, Cynthia Khoo
[Intervener] Income Security Advocacy Centre -> Nabila Qureshi, Karin Baqi
[Intervener] Parkdale Community Legal Services -> John No
[Intervener] United Food and Commercial Workers Canada -> Steven M. Barrett, Joshua Mandryk
[Intervener] Workers' Health and Safety Legal Clinic -> Kevin Simms, John Bartolomeo
[Intervener] Montreal Economic Institute -> Robert Carson, Lauren Harper
[Intervener] Canadian American Bar Association -> Alyssa Tomkins, James Plotkin
[Intervener] Chartered Institute of Arbitrators (Canada) Inc. and Toronto Commercial Arbitration Society -> Joseph C. McArthur, Rahat Godil, Laura Cundari, Justin Manoryk, Andrew Kavanagh
[Intervener] Canadian Chamber of Commerce -> Matthew Milne-Smith, Chantelle Cseh
[Intervener] International Chamber of Commerce -> Pierre Bienvenu, Andres C. Garin, Alison FitzGerald
[Intervener] Consumers Council of Canada -> Mohsen Seddigh, David Hamson
[Intervener] Community Legal Assistance Society -> Greg J. Allen, Wes McMillan
[Intervener] ADR Chambers Inc. -> Andrew D. Little, Ranjan K. Agarwal, Charlotte Harman",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18406/index.do
38478,Reference re Genetic Non‑Discrimination Act,"[Intervener] Attorney General of British Columbia -> J. Gareth Morley, Zachary Froese
[Intervener] Attorney General for Saskatchewan -> Dana J. Brûlé
[Intervener] Canadian Life and Health Insurance Association -> Christopher Richter
[Intervener] Canadian Human Rights Commission -> Fiona Keith, Daniel Poulin
[Intervener] Privacy Commissioner of Canada -> Frank Addario, Samara Secter
[Intervener] Canadian College of Medical Geneticists -> Michael Bookman",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18417/index.do
37984,R. v. Thanabalasingham,"[Intervener] Belleau, Louis -> Louis Belleau, Ad. E., Antoine Grondin-Couture",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18421/index.do
38521,Atlantic Lottery Corp. Inc. v. Babstock,"[Intervener] Bally Gaming Canada Ltd. and Bally Gaming Inc. -> Paul D. Dicks, Q.C., Michael D. Lipton, Q.C.
[Intervener] Western Canada Lottery Corporation -> James S. Ehmann, Q.C., Keith Kilback
[Intervener] Alberta Gaming, Liquor, and Cannabis Commission -> G. Alan Meikle, Q.C., Sean McDonough, Mandy England
[Intervener] Canadian Gaming Association -> Brandon Kain, Gillian P. Kerr, Adam Goldenberg
[Intervener] Canadian Chamber of Commerce -> Matthew Milne-Smith
[Intervener] British Columbia Lottery Corporation -> K. Michael Stephens, Shannon Ramsay
[Intervener] Attorney General of Ontario -> Brent Kettles
[Intervener] Attorney General of Manitoba -> Denis Guénette
[Intervener] Attorney General for Saskatchewan -> Jared G. Biden",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18425/index.do
38381,British Columbia (Attorney General) v. Provincial Court Judges’ Association of British Columbia,"[Intervener] Attorney General of Canada -> Michael H. Morris, Dayna S. Anderson
[Intervener] Attorney General of Ontario -> Sarah Kraicer, Andrea Bolieiro
[Intervener] Attorney General of Quebec -> Stéphane Rochette, Robert Desroches, Brigitte Bussières
[Intervener] Attorney General for Saskatchewan -> Thomson Irvine, Q.C., Kyle McCreary
[Intervener] Attorney General of Alberta -> Doreen Mueller
[Intervener] Canadian Superior Courts Judges Association -> Pierre Bienvenu, Azim Hussain, Andres C. Garin, Jean-Simon Schoenholz
[Intervener] Canadian Bar Association -> Guy J. Pratte, Nadia Effendi, Ewa Krajewska, Neil Abraham
[Intervener] Canadian Association of Provincial Court Judges -> Steven M. Barrett, Colleen Bauman
[Intervener] Canadian Taxpayers Federation -> Adam Goldenberg, Amanda D. Iarusso
[Intervener] Canadian Civil Liberties Association -> Andrew K. Lokan",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18433/index.do
38459,Nova Scotia (Attorney General) v. Judges of the Provincial Court and Family Court of Nova Scotia,"[Intervener] Attorney General of Canada -> Michael H. Morris, Dayna S. Anderson
[Intervener] Attorney General of Ontario -> Sarah Kraicer, Andrea Bolieiro
[Intervener] Attorney General of Quebec -> Stéphane Rochette, Robert Desroches, Brigitte Bussières
[Intervener] Attorney General for Saskatchewan -> Thomson Irvine, Q.C., Kyle McCreary
[Intervener] Attorney General of Alberta -> Doreen Mueller
[Intervener] Canadian Superior Courts Judges Association -> Pierre Bienvenu, Azim Hussain, Andres C. Garin, Jean-Simon Schoenholz
[Intervener] Canadian Bar Association -> Guy J. Pratte, Nadia Effendi, Ewa Krajewska, Neil Abraham
[Intervener] Canadian Association of Provincial Court Judges -> Steven M. Barrett, Colleen Bauman
[Intervener] Canadian Taxpayers Federation -> Adam Goldenberg, Amanda D. Iarusso
[Intervener] Canadian Civil Liberties Association -> Andrew K. Lokan",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18434/index.do
38376,1704604 Ontario Ltd. v. Pointes Protection Association,"[Intervener] British Columbia Civil Liberties Association -> Maia Tsurumi, Peter Kolla
[Intervener] Greenpeace Canada -> Nader R. Hasan
[Intervener] Canadian Constitution Foundation -> Adam Goldenberg, Simon Cameron
[Intervener] Ecojustice Canada Society -> Joshua Ginsberg, Julia Croome, Sue Tan
[Intervener] Centre for Free Expression, Canadian Association of Journalists, Communications Workers of America / Canada -> Justin Safayeni
[Intervener] West Coast Legal Education and Action Fund, Atira Women's Resource Society, B.W.S.S. Battered Women Support Services Association, Women Against Violence Against Women Rape Crisis Center -> David Wotherspoon, Rajit Mittal
[Intervener] Canadian Civil Liberties Association -> Alexi N. Wood, Jennifer P. Saville
[Intervener] Ad IDEM / Canadian Media Lawyers Association, Canadian Journalists for Free Expression, CTV, a Division of Bell Media Inc., Global News, a division of Corus Television Limited Partnership, Aboriginal Peoples Television Network, Postmedia Network Inc. -> Iain A.C. MacKinnon",https://decisions.scc-csc.ca/scc-csc/scc-csc/en/item/18458/index.do
